cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
311018326,93,KJ - Broumov,55001,Broumov,Křinická,,Náchod,Královéhradecký,1
311018326,94,"KJ - Česká Třebová, Lhotka",56002,Česká Třebová,Česká Třebová,205,Ústí nad Orlicí,Pardubický,1
311018326,95,"KJ - Česká Třebová, Křib",56002,Česká Třebová,Křib,2083,Ústí nad Orlicí,Pardubický,1
311018326,96,KJ - Tanvald,46841,Tanvald,Pod Špičákem,546,Jablonec nad Nisou,Liberecký,1
311018326,97,KJ - Horní Bříza,33012,Horní Bříza,Na Kaolince,,Plzeň-sever,Plzeňský,1
311018326,98,"KJ - Polička, Jiráskova",57201,Polička,Jiráskova,977,Svitavy,Pardubický,1
311018326,99,"Kotelna - Ivančice, mjr. Nováka",66491,Ivančice,mjr. Nováka,1477/13,Brno-venkov,Jihomoravský,2
311018326,100,"Kotelna - Ivančice, V Lánech",66491,Ivančice,V Lánech,1382,Brno-venkov,Jihomoravský,2
311018326,101,"Kotelna - Vrchlabí, Žizkova",54301,Vrchlabí,Žižkova,,Trutnov,Královéhradecký,3
311018326,102,KJ - Ivančice,66491,Ivančice,mjr. Nováka,,Brno-venkov,Jihomoravský,1
311018326,103,KJ - Roudnice nad Labem,41301,Roudnice nad Labem,Na Urbance,,Litoměřice,Ústecký,1
311018326,104,KJ - Prostějov nemocnice,79604,Prostějov,Mathonova,,Prostějov,Olomoucký,1
311018326,105,KJ - Prostějov sladovny,79601,Prostějov,Za Drahou,,Prostějov,Olomoucký,1
311018326,106,KJ - Babice (areál Hamé),68703,Babice,Babice,,Uherské Hradiště,Zlínský,1
311018326,107,KJ - Klimkovice (areál sanatoria),74285,Vřesina,Vřesina,,Ostrava-město,Moravskoslezský,1
311018326,108,KJ - Hrabyně (areál RÚ),74767,Hrabyně,Hrabyně,,Opava,Moravskoslezský,1
311018326,109,KJ - Meziboří,43513,Meziboří,Meziboří,,Most,Ústecký,2
311018326,110,KJ - Benešov,25601,Benešov,Černoleská,,Benešov,Středočeský,1
311018326,111,KJ - Hodonice,67125,Hodonice,U Sladovny,,Znojmo,Jihomoravský,2
311018326,112,KJ - Kamenický Šenov,47114,Kamenický Šenov,Nový svět,,Česká Lípa,Liberecký,1
311018326,113,KJ - Šternberk,78501,Šternberk,Poděbradova,,Olomouc,Olomoucký,1
311018326,114,"KJ - Kraslice, Školní",35801,Kraslice,Školní,1773,Sokolov,Karlovarský,1
311018326,115,"KJ - Kraslice, Pohraniční stráže",35801,Kraslice,Pohraniční stráže,1828,Sokolov,Karlovarský,1
311018326,116,KJ - Bečov,43526,Bečov,Bečov,,Most,Ústecký,1
311018326,117,"KJ - Havlíčkův Brod, Rozkošská",58001,Havlíčkův Brod,Rozkošská,,Havlíčkův Brod,Vysočina,1
311018326,118,"KJ - Humpolec, Lnářská",39601,Humpolec,Lnářská,,Pelhřimov,Vysočina,1
311018326,119,KJ - Odolena voda (areál AERO Vodochody),25070,Odolena Voda,Odolena Voda,,Praha-východ,Středočeský,1
311018326,120,KJ - Kojetín,75201,Kojetín,Nová,,Přerov,Olomoucký,1
311018326,121,"KJ - Prostějov, Tylova",79601,Prostějov,Tylova,,Prostějov,Olomoucký,1
311018326,122,"KJ - Prostějov, B. Šmerala",79601,Prostějov,Bohumíra Šmerala,,Prostějov,Olomoucký,1
311018326,123,"KJ - Prostějov, S. Manharda",79601,Prostějov,Stanislava Manharda,,Prostějov,Olomoucký,1
311018326,124,"KJ - Prostějov, Moravská",79601,Prostějov,Moravská,,Prostějov,Olomoucký,1
311018326,125,KJ - Luhačovice (areál lázní),76326,Luhačovice,Leoše Janáčka,,Zlín,Zlínský,1
311018326,126,"KJ - Sušice, Studentská",34201,Sušice,Studentská,,Klatovy,Plzeňský,1
311018326,127,"KJ - Sedlčany, Na Severním sídlišti",26401,Sedlčany,Na Severním sídlišti,87,Příbram,Středočeský,1
311018326,128,"Kotelna - Světlá nad Sázavou, Zámecká (areál sklárny)",58291,Světlá nad Sázavou,Zámecká,,Havlíčkův Brod,Vysočina,4
311018326,129,KJ - Moravský Beroun,79305,Moravský Beroun,Partyzánská,,Olomouc,Olomoucký,1
311018326,130,KJ - Zákupy,47123,Zákupy,Gagarinova,356,Česká Lípa,Liberecký,1
311018326,131,KJ - Jaroměř,55101,Jaroměř,Národní,83,Náchod,Královéhradecký,1
311018326,132,"KJ - Nový Bor, Rumburských hrdinů",47301,Nový Bor,Rumburských hrdinů,742,Česká Lípa,Liberecký,1
311018326,133,KJ - Litomyšl,57001,Litomyšl,kpt. Jaroše,1129,Svitavy,Pardubický,1
311018326,134,"KJ - Nový Bor, Wolkerova",47301,Nový Bor,Wolkerova,588,Česká Lípa,Liberecký,1
311018326,135,KJ - Bochov,36471,Bochov,Okružní,,Karlovy Vary,Karlovarský,1
311018326,136,KJ - Horní Slavkov,35731,Horní Slavkov,Hornova,,Sokolov,Karlovarský,2
311018326,137,"KJ - Sedlčany, Žižkova",26401,Sedlčany,Žižkova,88,Příbram,Středočeský,1
311018326,138,KJ - Krásná Lípa,40746,Krásná Lípa,Nemocniční,1066/34,Děčín,Ústecký,1
311018326,139,KJ - Energocentrum,70300,Ostrava,Ruská,,Ostrava-město,Moravskoslezský,1
311018326,140,KJ - Kotelna Milíř,56002,Česká Třebová,Na Milíři,,Ústí nad Orlicí,Pardubický,1
311018326,141,KJ - Jáchymov,36251,Jáchymov,Lidická,1015,Karlovy Vary,Karlovarský,1
311018326,142,KJ - Příbor,74258,Příbor,U Tatry,1520,Nový Jičín,Moravskoslezský,1
311018326,143,KJ - MONDELEZ OPAVA,74773,Opava,K Celnici,,Opava,Moravskoslezský,3
311018326,144,Kotelna Rakovník,26901,Rakovník,Havlíčkova,2583,Rakovník,Středočeský,1
311018326,145,Kotelna Šumperk K3,78701,Šumperk,Šumperk,,Šumperk,Olomoucký,1
311018326,146,KJ - Tanvald ul. Vítězná,46841,Tanvald,Vítězná,,Jablonec nad Nisou,Liberecký,1
311018326,147,KJ - ÚJV Řež,25068,Husinec,Hlavní,,Praha-východ,Středočeský,1
311018326,148,KJ - Kdyně,34506,Kdyně,Kdyně,,Domažlice,Plzeňský,1
311018326,149,Kotelna Šumperk K2,78701,Šumperk,Prievidzská,2568/4,Šumperk,Olomoucký,1
311018326,150,KJ - Helvíkovice,56401,Helvíkovice,Helvíkovice,,Ústí nad Orlicí,Pardubický,1
311018326,151,KJ - Veselí nad Lužnicí,39181,Veselí nad Lužnicí,K Zastávce,,Tábor,Jihočeský,1
311018326,152,KJ - Luby Tovární,35137,Luby,Tovární,85,Cheb,Karlovarský,1
311018326,153,KJ - Luby U Pily,35137,Luby,U Pily,126,Cheb,Karlovarský,1
311018326,154,KJ - Rýmařov,79501,Rýmařov,Rýmařov,,Bruntál,Moravskoslezský,1
311018326,155,KJ - JnN ul. Liberecká,46601,Jablonec nad Nisou,Liberecká,,Jablonec nad Nisou,Liberecký,1
311018326,156,KJ - Dřevomodelárny Sléváren Třinec,73961,Třinec,Třinec,,Frýdek-Místek,Moravskoslezský,1
311018326,157,KJ - JnN ul. Boženy Němcové,46604,Jablonec nad Nisou,Boženy Němcové,5327/9,Jablonec nad Nisou,Liberecký,2
311018326,158,KJ - JnN ul. Josefa Hory,46604,Jablonec nad Nisou,Josefa Hory,5328/20,Jablonec nad Nisou,Liberecký,1
311018326,159,KJ - Hanušovice,78833,Hanušovice,Hanušovice,,Šumperk,Olomoucký,1
311018326,160,KJ - JnN ul. Březová,46601,Jablonec nad Nisou,Březová,,Jablonec nad Nisou,Liberecký,1
311018326,161,KJ - nemocnice Pelhřimov,39301,Pelhřimov,Slovanské bratrství,1957,Pelhřimov,Vysočina,1
311018326,162,KJ - nemocnice Havlíčkův Brod,58001,Havlíčkův Brod,areál nemocnice Havlíčkův Brod,,Havlíčkův Brod,Vysočina,1
311018326,163,KJ - Česká Třebová ul. Semanínská,56002,Česká Třebová,Semanínská,2052,Ústí nad Orlicí,Pardubický,1
311018326,164,KJ - Fruta Kunovice,68604,Kunovice,Na Dráhách,,Uherské Hradiště,Zlínský,1
311018326,165,KJ - Špindlerův mlýn,54351,Špindlerův Mlýn,Svatopetrská,280,Trutnov,Královéhradecký,1
311018326,166,KJ - Lysá nad Labem,28922,Lysá nad Labem,Ke Vrutici,1693,Nymburk,Středočeský,1
311018326,167,KJ - JOB AIR TECHNIC MOŠNOV,74251,Mošnov,Mošnov,,Nový Jičín,Moravskoslezský,1
311018326,168,KJ - PROSTĚJOV ANGLI,79604,Prostějov,Holandská,,Prostějov,Olomoucký,1
311018326,169,KJ - POLICE NAD METUJÍ,54954,Police nad Metují,K Sídlišti,,Náchod,Královéhradecký,1
311018334,2,ECKH - BIOMASA,28401,Kutná Hora,Kutná Hora,197,Kutná Hora,Středočeský,1
311018340,1,HORY,35707,Oloví,Oloví,152,Sokolov,Karlovarský,3
311018340,2,nám. HORNÍ,35707,Oloví,nám. Horní,19,Sokolov,Karlovarský,3
311018354,1,BPS Jaroměř,55101,Jaroměř,Polní,128,Náchod,Královéhradecký,2
311018356,1,BPS Křižany,46353,Křižany,Křižany,,Liberec,Liberecký,1
311018383,1,PHARMA PARK CR,62133,Brno-Řečkovice,Karásek,1767/1,Brno-město,Jihomoravský,3
311018395,1,Závodní teplárna - Kralupy nad Vltavou,27852,Kralupy nad Vltavou,O. Wichterleho,810,Mělník,Středočeský,3
311118415,1,Plynová kotelna Dolní Žandov,35493,Dolní Žandov,Dolní Žandov,325,Cheb,Karlovarský,2
311118427,1,Kotelna K1,39301,Pelhřimov,Hodějovická,1413,Pelhřimov,Vysočina,3
311118427,2,Kotelna K2,39301,Pelhřimov,U Agrostroje,1412,Pelhřimov,Vysočina,6
311118427,3,VS13-KGJ,39301,Pelhřimov,Dolnokubínská,1452,Pelhřimov,Vysočina,1
311118459,1,VILLAPARK ČECHOVKA - Rezidenční čtvrť,58001,Havlíčkův Brod,Stromovka,3962,Havlíčkův Brod,Vysočina,2
311118535,1,Palackého 922,33401,Přeštice,Palackého,922,Plzeň-jih,Plzeňský,1
311118535,2,Husova 967,33401,Přeštice,Husova,967,Plzeň-jih,Plzeňský,1
311118535,3,"Přeštice, Bioteplárna",33401,Přeštice,Přeštice,,Plzeň-jih,Plzeňský,1
311118543,1,Stará Lípa,47001,Česká Lípa,Liberecká,,Česká Lípa,Liberecký,1
311118576,1,"Tyršovo náměstí 2219, Roztoky",25263,Roztoky,Tyršovo náměstí,2219,Praha-západ,Středočeský,2
311118576,2,Strojovna chlazení,25263,Roztoky,Tyršovo náměstí,2221,Praha-západ,Středočeský,1
311118586,1,Sportareál Česká Lípa,47001,Česká Lípa,Barvířská,2690,Česká Lípa,Liberecký,1
311118589,1,BPS ŽĎÁR NAD SÁZAVOU,59101,Žďár nad Sázavou,Žďár nad Sázavou,,Žďár nad Sázavou,Vysočina,1
311118592,1,Bioplynová stanice Prosečné,54373,Prosečné,Prosečné,53,Trutnov,Královéhradecký,1
311118674,1,"Jaroměř, Pražské Předměstí - část",55101,Jaroměř,V Lužinách,110,Náchod,Královéhradecký,4
311118674,2,Kogenerační jednotky Bohumín,73593,Bohumín,Bezručova,300,Karviná,Moravskoslezský,3
311118674,3,"Šumperská nemocnice, a.s.",78752,Šumperk,Nerudova,640/41,Šumperk,Olomoucký,6
311118674,4,"Nemocnice Valašské Meziříčí, a.s.",75701,Valašské Meziříčí,U nemocnice,980,Vsetín,Zlínský,7
311118674,5,Kogenerační jednotka Žofie,73514,Orlová,Důl Žofie,,Karviná,Moravskoslezský,1
311118674,6,Provozovna Nemocnice Nový Jičín,74111,Nový Jičín,K Nemocnici,,Nový Jičín,Moravskoslezský,3
311118701,1,EC Kutná Hora s.r.o.,28401,Kutná Hora,Kutná Hora,197,Kutná Hora,Středočeský,2
311118732,1,BPS Větrný Jeníkov,58842,Větrný Jeníkov,Větrný Jeníkov,147,Jihlava,Vysočina,1
311118772,1,Zbrojovka Brno,61500,Brno,Lazaretní,1/7,Brno-město,Jihomoravský,3
311118772,3,AERO vodochody AEROSPACE,25070,Odolena Voda,U Letiště,,Praha-východ,Středočeský,5
311118792,1,Kotelna nemocnice Prachatice,38320,Prachatice,Nebahovská,1015,Prachatice,Jihočeský,7
311118880,1,"Kotelna Tepelská 137, Mariánské Lázně",35301,Mariánské Lázně,Tepelská,137,Cheb,Karlovarský,2
311118888,1,BPS Pacov,39501,Pacov,Jetřichovská,1113,Pelhřimov,Vysočina,1
311118907,1,Bloková plynová kotelna,18000,Praha,Na Rokytce,1112/14,,,2
311118921,1,Kogenerační jednotky Areál Tatry,74221,Kopřivnice,Areál Tatry,1446/3,Nový Jičín,Moravskoslezský,2
311218961,1,Rajhrad,66461,Rajhrad,Klášterní dvůr,934,Brno-venkov,Jihomoravský,3
311218990,1,KP Na Hroudě 1863,10000,Praha,Na Hroudě,1863/67,,,2
311218990,2,Domov důchodců Malešice,10800,Praha,Rektorská,577/5,,,2
311218990,3,Plynová kotelna Křivoklátská 285,19000,Praha,Křivoklátská,285,,,2
311218990,4,Plynová kotelna ul. Jana Masaryka 708/12,12000,Praha,Jana Masaryka,708/12,,,2
311218990,5,Zubatého 10/330,15000,Praha,Zubatého,330/10,,,4
311219056,1,Křivoklátská,27101,Nové Strašecí,Křivoklátská,1137,Rakovník,Středočeský,2
311219056,2,Žižkovo náměstí,27101,Nové Strašecí,Žižkovo náměstí,,Rakovník,Středočeský,5
311219056,3,Mšecká,27101,Nové Strašecí,Husova,,Rakovník,Středočeský,3
311219056,4,Ke Stadionu 645,27101,Nové Strašecí,Ke Stadionu,645,Rakovník,Středočeský,2
311219185,1,BPS Budišov,67503,Budišov,Budišov,,Třebíč,Vysočina,4
311219231,1,Na Sídlišti 205,78349,Lutín,Na Sídlišti,,Olomouc,Olomoucký,5
311219613,1,Kotelna Radonice,43155,Radonice,Radonice,,Chomutov,Ústecký,3
311219869,1,BPS Staňkov,34561,Staňkov,Plzeňská,350,Domažlice,Plzeňský,1
311220011,1,"EHRMANN Stříbro, s.r.o. - chlazení",34901,Stříbro,Revoluční,,Tachov,Plzeňský,2
311220031,1,Teplárna,73581,Bohumín,Bezručova,1200,Karviná,Moravskoslezský,3
311220729,1,Atrium 1,54101,Trutnov,Komenského,821,Trutnov,Královéhradecký,3
311220729,2,Atrium 2,54101,Trutnov,Komenského,821,Trutnov,Královéhradecký,3
311221431,1,Olejová kotelna Kovářská,43186,Kovářská,Sídliště,671,Chomutov,Ústecký,3
311221431,2,Solenice č.p.47,26263,Solenice,Solenice,47,Příbram,Středočeský,2
311221431,3,Solenice č.p.48,26263,Solenice,Solenice,48,Příbram,Středočeský,2
311221431,4,Solenice č.p.49,26263,Solenice,Solenice,49,Příbram,Středočeský,2
311221431,5,Nemocnice na Pleši,26204,Nová Ves pod Pleší,Nová Ves pod Pleší,112,Příbram,Středočeský,1
311221431,6,Výtopna Nový Knín,26203,Nový Knín,Sídliště,423,Příbram,Středočeský,3
311221431,7,Výtopna Zátor,26724,Hostomice,Hostomice,373,Beroun,Středočeský,2
311221431,9,výtopna Solenice,26263,Solenice,Solenice,112,Příbram,Středočeský,4
311221431,10,SCZT Roztoky u K.,27023,Roztoky,Roztoky,191,Rakovník,Středočeský,1
311221431,11,kotelna Papírenská,73921,Paskov,Papírenská,938,Frýdek-Místek,Moravskoslezský,3
311221431,12,Kotelna Dolní Lutyně,73553,Dolní Lutyně,Dolní Lutyně,1167,Karviná,Moravskoslezský,2
311221479,1,Plynová kotelna Mezivrší,14000,Praha,Mezivrší,1443/25,,,2
311221664,1,BPS Úsilov,34506,Úsilov,Úsilov,,Domažlice,Plzeňský,1
311221924,1,Elektrárna  Počerady,43944,Počerady,Počerady,,Louny,Ústecký,5
311222427,1,Teplárna pro spalování biomasy - Odry,74235,Odry,Vítkovská,334/33,Nový Jičín,Moravskoslezský,2
311222508,1,Nízkotlaká kotelna,62500,Brno,Netroufalky/Studentská,,Brno-město,Jihomoravský,5
311222508,2,nízkotlaká kotelna C,62500,Brno,Studentská,819/5,Brno-město,Jihomoravský,3
311222754,1,Kotelna Frošova,51741,Kostelec nad Orlicí,Frošova,357,Rychnov nad Kněžnou,Královéhradecký,2
311222754,2,kotelna k2,51761,Rokytnice v Orlických horách,Kasárna,50,Rychnov nad Kněžnou,Královéhradecký,2
311222754,3,KB1,51761,Rokytnice v Orlických horách,Rokytnice v Orlických horách,,Rychnov nad Kněžnou,Královéhradecký,2
311222754,4,KB2,51761,Rokytnice v Orlických horách,U Nádraží,572,Rychnov nad Kněžnou,Královéhradecký,2
311222754,5,KB3,51761,Rokytnice v Orlických horách,U nádraží,,Rychnov nad Kněžnou,Královéhradecký,1
311222874,1,Bioplynová stanice Mrákov,34501,Mrákov,Mrákov,,Domažlice,Plzeňský,1
311223005,1,BPS Žamberk,56401,Žamberk,Na Drahách,444,Ústí nad Orlicí,Pardubický,2
311223068,1,Zařízení KVET Chelčice,38901,Chelčice,Chelčice,106,Strakonice,Jihočeský,2
311223188,1,Bioplynová stanice Kožichovice,67401,Kožichovice,Kožichovice,43,Třebíč,Vysočina,1
311223629,1,Lihovar Kojetín,75233,Kojetín,Padlých hrdinů,927/865,Přerov,Olomoucký,2
311223629,2,Cukrovar České Meziřčí,51771,České Meziříčí,Osvobození,,Rychnov nad Kněžnou,Královéhradecký,4
311223629,3,Cukrovar Dobrovice,29441,Dobrovice,Palackého náměstí,,Mladá Boleslav,Středočeský,5
311224185,1,Bioplynová stanice Klopina,78973,Klopina,Klopina,,Šumperk,Olomoucký,2
311224439,1,Bioplynová stanice Hradešice,34101,Hradešice,Hradešice,,Klatovy,Plzeňský,1
311224624,1,BPS Němčice,56118,Němčice,Němčice,,Svitavy,Pardubický,4
311224634,1,BPS Bořetice,69108,Bořetice,Bořetice,,Břeclav,Jihomoravský,3
311224871,1,Bioplynová stanice POOSLAVÍ,66491,Nová Ves,Nová Ves,251,Brno-venkov,Jihomoravský,1
311224923,1,Lesní družstvo ve Štokách,58253,Štoky,Štoky,,Havlíčkův Brod,Vysočina,1
311225721,1,BPS Lánov,54341,Lánov,Lánov,,Trutnov,Královéhradecký,3
311225908,1,Bioplynová stanice Chříč,33141,Chříč,Chříč,100,Plzeň-sever,Plzeňský,1
311226093,1,Bioplynová stanice Výčapy,67401,Výčapy,Výčapy,189,Třebíč,Vysočina,1
311226292,1,"KOMTERM Morava, s.r.o., provozovna Kopřivnice",74221,Kopřivnice,Areál Tatry,1446,Nový Jičín,Moravskoslezský,3
311226309,1,PK Bohdalec,10100,Praha,V Dolině,1160,,,3
311226309,2,PK Malvazinky,15000,Praha,Štorkánova,2809/3,,,2
311226309,3,PK Miškovice,19600,Praha,Bendlova,148,,,3
311226309,5,PK Student,29501,Mnichovo Hradiště,Studentská,1443,Mladá Boleslav,Středočeský,3
311226309,6,PK ČSLA,29501,Mnichovo Hradiště,Čs. armády,1442,Mladá Boleslav,Středočeský,2
311226309,7,PK Altán,10000,Praha 10,Pod Altánem,2406/48,,,2
311226309,8,PK Roztoky,25263,Roztoky,Čapkova,887,Praha-západ,Středočeský,2
311226309,9,PK Dobříš,26301,Dobříš,Na Čihadle,829,Příbram,Středočeský,2
311226309,10,PK Milovice - Mladá,28923,Milovice,Spojovací,559,Nymburk,Středočeský,2
311226309,11,Výtopna Říčany,25101,Říčany,Olivova,1816,Praha-východ,Středočeský,2
311226309,12,PK Morseova,10900,Praha,Morseova,242,,,2
311226309,14,PK Uhříněves,10400,Praha 10,K Netlukám,962/18,,,2
311226309,15,Výtopna Libčice,25266,Libčice nad Vltavou,Pod Saharou,715,Praha-západ,Středočeský,3
311226309,16,Výtopna Lidická,29501,Mnichovo Hradiště,Lidická,987,Mladá Boleslav,Středočeský,2
311226309,18,PK SAFINA,25242,Vestec,Vídeňská,104,Praha-západ,Středočeský,5
311226309,19,Výtopna SÁZAVA,28506,Sázava,Sklářská,279/99,Benešov,Středočeský,2
311226309,21,MIROTICKÁ,14200,Praha 4,Mirotická,965/1,,,3
311226309,22,NA BŘEHU,19000,Praha 9,Na Břehu,434,,,2
311226309,23,LANNOVA 8,11000,Praha - Nové Město,Lannova,2061/8,,,3
311226309,27,Kotelna U pivovaru,35751,Kynšperk nad Ohří,U Pivovaru,501,Sokolov,Karlovarský,2
311226309,29,Čerčany,25722,Čerčany,Havlíčkova,,Benešov,Středočeský,3
311226309,30,K_HORA,28403,Kutná Hora,K Nádraží,,Kutná Hora,Středočeský,2
311226309,31,LEHÁROVA,14300,Praha,Lehárova,1820,,,3
311226309,32,K DÍLNÁM,28002,Kolín,K dílnám,,Kolín,Středočeský,4
311226309,33,MBU,14200,Praha,Vídeňská,1083,,,1
311226309,34,ZA VALEM,14200,Praha,Za Valem,1403/15,,,3
311226309,35,RALSKO - KUŘÍVODY,47124,Ralsko,Ralsko,590,Česká Lípa,Liberecký,2
311226309,36,DOKSY - PRAŽSKÁ,47201,Doksy,Pražská,637,Česká Lípa,Liberecký,2
311226309,37,Jindřichův Hradec,37701,Jindřichův Hradec,Jarošovská,1153,Jindřichův Hradec,Jihočeský,2
311226309,39,Plzeňská,15000,Praha,Hlaváčkova,,,,4
311226309,41,Dvorecké náměstí 6,14700,Praha,Dvorecké námestí,762/6,,,4
311226309,42,Londýnská 4,12000,Praha,Londýnská,445/4,,,2
311226309,43,Podskalská 8,12000,Praha,Podskalská,2054/8,,,3
311226309,44,Přimda,34806,Přimda,Nová,,Tachov,Plzeňský,2
311226309,46,Na Rokytce 14,18000,Praha,Na Rokytce,1112/14,,,2
311226371,1,BPS MERYDEN,58255,Herálec,Herálec,134,Havlíčkův Brod,Vysočina,1
311226618,1,"Aquapark Prague, a.s., Provozovna Čestlice",25101,Čestlice,Pražská,138,Praha-východ,Středočeský,4
311226722,1,Spalování biomasy Sviadnov,73925,Sviadnov,Nádražní,391,Frýdek-Místek,Moravskoslezský,1
311226725,1,BPS Ostrov,56122,Ostrov,Ostrov,,Ústí nad Orlicí,Pardubický,2
311226763,1,Bioplynová stanice Krásno,75701,Valašské Meziříčí,Hranická,781,Vsetín,Zlínský,4
311226792,1,BPS - Tupadly,28563,Tupadly,Tupadly,,Kutná Hora,Středočeský,1
311226794,1,BPS - Jezbořice,53002,Jezbořice,Jezbořice,,Pardubice,Pardubický,1
311226805,1,Plynová kotelna K1,75301,Hranice,Jaselská,,Přerov,Olomoucký,2
311226805,2,Plynová kotelna K2,75301,Hranice,1. máj,1,Přerov,Olomoucký,3
311226805,3,Plynová kotelna K3,75301,Hranice,1. máj,1,Přerov,Olomoucký,2
311226805,4,Plynová kotelna K4,75301,Hranice,1. máj,1,Přerov,Olomoucký,3
311226805,5,Plynová kotelna K5,75301,Hranice,Rezkova,,Přerov,Olomoucký,3
311226805,6,Plynová kotelna K7,75301,Hranice,Na Hrázi,,Přerov,Olomoucký,3
311226805,7,Plynová kotelna K8,75301,Hranice,Galašova,,Přerov,Olomoucký,3
311226805,8,Plynová kotelna K9,75301,Hranice,Mlýnský příkop,,Přerov,Olomoucký,3
311226805,9,Plynová kotelna K11,75301,Hranice,Nová,,Přerov,Olomoucký,3
311226805,10,Plynová kotelna K12,75301,Hranice,Jiřího z Poděbrad,,Přerov,Olomoucký,2
311226805,11,Plynová kotelna K13,75301,Hranice,Nová,,Přerov,Olomoucký,3
311226805,12,Plynová kotelna K14,75301,Hranice,Nerudova,,Přerov,Olomoucký,3
311226805,13,Plynová kotelna K15,75301,Hranice,kpt. Jaroše,,Přerov,Olomoucký,4
311226805,14,Plynová kotelna K16,75301,Hranice,Palackého,,Přerov,Olomoucký,3
311226805,15,Plynová kotelna K25,75301,Hranice,Hromůvka,,Přerov,Olomoucký,3
311226805,16,Plynová kotelna K27,75301,Hranice,Struhlovsko,,Přerov,Olomoucký,2
311226813,1,"EDE, a.s.",73571,Dětmarovice,Dětmarovice,1202,Karviná,Moravskoslezský,7
311326830,1,BPS Pohled,58221,Pohled,Pohled,,Havlíčkův Brod,Vysočina,2
311326845,1,BPS Dolní Přelouč,56102,Dolní Dobrouč,Dolní Dobrouč,74,Ústí nad Orlicí,Pardubický,3
311326850,1,BPS Keřkov,58222,Přibyslav,Přibyslav,3,Havlíčkův Brod,Vysočina,4
311326851,1,Bioplynová stanice Opatov,56912,Opatov,Opatov,345,Svitavy,Pardubický,1
311326853,1,Bioplynová stanice Kamenice,58823,Kamenice,Kamenice,,Jihlava,Vysočina,2
311326863,1,"Kralupská sportovní, spol. s r.o.",27801,Kralupy nad Vltavou,Mostní,812,Mělník,Středočeský,1
311326871,1,BPS Hrotovice,67555,Hrotovice,Milačka,603,Třebíč,Vysočina,2
311326884,1,Kotelna-ul. Libkovocká čp.185,43511,Lom,Libkovická,185,Most,Ústecký,3
311326894,1,Domov důchodců,73911,Frýdlant nad Ostravicí,Padlých hrdinů,312,Frýdek-Místek,Moravskoslezský,1
311326910,1,BPS Kosova Hora,26291,Kosova Hora,Kosova Hora,338,Příbram,Středočeský,1
311326976,1,Bioplynová stanice Krásná Hora nad Vltavou,26256,Krásná Hora nad Vltavou,Krásná Hora nad Vltavou,172,Příbram,Středočeský,1
311326976,2,Bioplynová stanice Petrovice u Sedlčan,26255,Petrovice,Petrovice,,Příbram,Středočeský,1
311327009,1,BPS Dětenice,50724,Dětenice,Dětenice,,Jičín,Královéhradecký,5
311327017,1,BPS Litomyšl,57001,Litomyšl,Zahajská,,Svitavy,Pardubický,4
311327210,1,Vondroušova 1161-6,16300,Praha,Vondroušova,1162,,,2
311327260,1,BPS Rokytnice II,75104,Rokytnice,Rokytnice,360,Přerov,Olomoucký,3
311327376,1,Oskava,78801,Oskava,Oskava,,Šumperk,Olomoucký,1
311327437,1,Bioplynová stanice Krahulov,67521,Krahulov,Krahulov,,Třebíč,Vysočina,2
311327477,1,BPS Haňovice,78321,Haňovice,Haňovice,,Olomouc,Olomoucký,4
311328721,2,PPH,19000,Praha,Poděbradská,,,,2
311329492,1,Teplárna Stora Enso,58263,Ždírec nad Doubravou,Nádražní,66,Havlíčkův Brod,Vysočina,3
311329805,1,Kotelna Jiráskova,33202,Starý Plzenec,Jiráskova,810,Plzeň-jih,Plzeňský,3
311329805,2,Kotelna Hálkova 861,33202,Starý Plzenec,Hálkova,861,Plzeň-jih,Plzeňský,2
311329805,3,Kotelna Hálkova 969,33202,Starý Plzenec,Hálkova,969,Plzeň-jih,Plzeňský,2
311329805,4,Sedlec 99,33202,Starý Plzenec,Školní,99,Plzeň-jih,Plzeňský,1
311329805,5,Havlíčkova 194,33202,Starý Plzenec,Havlíčkova,194,Plzeň-jih,Plzeňský,2
311329805,6,Svatopl. Čecha 1143,33202,Starý Plzenec,Svatopluka Čecha,1143,Plzeň-jih,Plzeňský,1
311329805,7,Na Kaolince,33012,Horní Bříza,Na Kaolince,,Plzeň-sever,Plzeňský,2
311329805,8,Panorama Bolevák C,32300,Plzeň,U Velkého rybníka,2300/27,Plzeň-město,Plzeňský,2
311329805,9,Panorama Bolevák D,32300,Plzeň,U Velkého rybníka,2299/27,Plzeň-město,Plzeňský,2
311329805,10,Ypsilonka,32600,Plzeň,Nepomucká,1347/144,Plzeň-město,Plzeňský,2
311329805,11,Panorama Bolevák B,30100,Plzeň,U Velkého rybníka,2312/27,Plzeň-město,Plzeňský,2
311329805,12,Panorama Bolevák A,30100,Plzeň,U Velkého rybníka,2313/27,Plzeň-město,Plzeňský,2
311329822,2,Horní Bříza - PK4,33012,Horní Bříza,Horní Bříza,,Plzeň-sever,Plzeňský,2
311329837,1,Bioplynová stanice OLEŠNÍK,37350,Olešník,Olešník,189,České Budějovice,Jihočeský,1
311329841,1,BPS Velké Chvojno,40334,Velké Chvojno,Velké Chvojno,74,Ústí nad Labem,Ústecký,3
